"SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Tax status","In stock?","Regular price","Categories","Meta: _pret_volum","Meta: _prag_volum","Meta: _unitate_pret","Meta: _moneda","Meta: _pret_container","Meta: _capacitate_kwh","Meta: _sursa_catalog","Meta: _perioada_eticheta","Meta: _valabil_de","Meta: _valabil_pana","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global"
"SINA-PROFIL-ALUMINIU-MINI-RAIL-380MM","Șină profil aluminiu Mini Rail 380mm","1","0","visible","","taxable","1","3.42","Sisteme de Montaj > Șine și Profile","3.02","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"SINA-ALUMINIU-ISO-4300-MM-TRAPEZOIDALA","Șină aluminiu ISO 4300 mm – trapezoidală","1","0","visible","","taxable","1","20.63","Sisteme de Montaj > Structuri Acoperiș Metalic","19.9","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
"SINA-ALUMINIU-ISO-4300-MM-TRAPEZOIDALA-INALTA-LA-60MM","Șină aluminiu ISO 4300 mm – trapezoidală, înaltă la 60mm","1","0","visible","","taxable","1","36.6","Sisteme de Montaj > Structuri Acoperiș Metalic","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
"SINA-ALUMINIU-ISO-CU-PRINDERE-LATERALA-LA-2-4-M","Șină aluminiu ISO cu prindere laterală la 2,4 m","1","0","visible","","taxable","1","12.93","Sisteme de Montaj > Șine și Profile","11.99","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"SINA-ALUMINIU-ISO-CU-PRINDERE-LATERALA-LA-3-5-M","Șină aluminiu ISO cu prindere laterală la 3.5 m","1","0","visible","","taxable","1","18","Sisteme de Montaj > Șine și Profile","17","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"SUPORT-U-PENTRU-ACOPERIS-METALIC","Suport U pentru acoperiș metalic","1","0","visible","","taxable","1","1.87","Sisteme de Montaj > Structuri Acoperiș Metalic","1.65","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","","","","","",""
"CARLIG-MONTAJ-TIGLA-AJUSTABIL-3-POZITII-ALUMINIU-IOS","Cârlig montaj țiglă ajustabil, 3 poziții, aluminiu IOS","1","0","visible","","taxable","1","7.94","Sisteme de Montaj > Structuri Țiglă","6.99","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","Tip acoperiș","Țiglă","1","1","","","","","","","","","","","","","","","",""
"SURUB-ISO-CU-DUBLU-FILET-HANGERBOARD-PLACA-MONTAJ","Surub ISO cu dublu filet Hangerboard + placa montaj","1","0","visible","","taxable","1","3.99","Sisteme de Montaj > Cleme și Accesorii","3.79","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"CONECTOR-PENTRU-SINA","Conector pentru șină","1","0","visible","","taxable","1","2.96","Sisteme de Montaj > Cleme și Accesorii","2.61","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"CLEMA-DE-CAPAT","Clemă de capăt","1","0","visible","","taxable","1","1.46","Sisteme de Montaj > Cleme și Accesorii","1.28","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"CLEMA-DE-MIJLOC","Clemă de mijloc","1","0","visible","","taxable","1","1.46","Sisteme de Montaj > Cleme și Accesorii","1.28","12 buc","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","","","","","",""
"2004393","Single Rail 36 - Șină montaj 4800 mm - 2004393","1","0","visible","","taxable","1","27.64","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2004211","Mini Rail Șină scurtă 385 mm + 4 șuruburi - 2004211","1","0","visible","","taxable","1","4.9","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2003215","Cârlig pentru țiglă ceramică SingleHook 3S Single Rail - 2003215","1","0","visible","","taxable","1","6.47","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Țiglă","1","1","","","","","","","","","","","",""
"2002514","Clemă de capăt universală Single Rail, Solid Rail, Base Rail - 2002514","1","0","visible","","taxable","1","1.49","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2003191","Basic Rail Înălțător Șină - 2003191","1","0","visible","","taxable","1","4.19","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"1003558","Basic Rail-Blocator șină trapezidală - 1003558","1","0","visible","","taxable","1","1.98","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","",""
"1003571","Basic Rail-Conector șină - 1003571","1","0","visible","","taxable","1","1.07","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"1001164","Basic Rail-Suport fixare pe tablă trapezidală - 1001164","1","0","visible","","taxable","1","0.54","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","",""
"1005193","Șurub autofiletant pentru tablă 6x38 mm - 1005193","1","0","visible","","taxable","1","0.36","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","",""
"1004767","Single Rail-Capac plastic - 1004767","1","0","visible","","taxable","1","0.36","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2001976","Single Rail-Conector Șină - 2001976","1","0","visible","","taxable","1","3.95","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2003274","Șurub cu dublu filet Single Rail - 2003274","1","0","visible","","taxable","1","3.86","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2004112","Șurub autoforant pentru lemn 8 x 100 mm (pt cârlig țiglă) - 2004112","1","0","visible","","taxable","1","0.44","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Țiglă","1","1","","","","","","","","","","","",""
"2003083","Suport prindere șină pentru tablă fălțuită Single Rail - 2003083","1","0","visible","","taxable","1","6.41","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Tablă","1","1","","","","","","","","","","","",""
"2002870","Colier plastic pentru cabluri - 2002870","1","0","visible","","taxable","1","0.22","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2003243","Dome 6.10 suport inferior pentru terasă (10 grade înclinație) - 2003243","1","0","visible","","taxable","1","1.4","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","",""
"2004125","Dome 6.10 suport superior pentru terasă (10 grade înclinație) - 2004125","1","0","visible","","taxable","1","3.3","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","",""
"2004175","Dome 6.15 suport inferior pentru terasă (15 grade înclinație) - 2004175","1","0","visible","","taxable","1","1.63","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","",""
"2004174","Dome 6.15 suport superior pentru terasă (15 grade înclinație) - 2004174","1","0","visible","","taxable","1","4.65","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","Tip acoperiș","Acoperiș plat","1","1","","","","","","","","","","","",""
"2003250","Dome Paravânt Lung 1779-2150 mm - 2003250","1","0","visible","","taxable","1","10.36","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"DOME-PARAVANT-SCURT-1448-1779-MM","Dome Paravânt Scurt 1448 - 1779 mm","1","0","visible","","taxable","1","13.22","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2004103","Dome Pravânt Extralung 2045 - 2398 mm - 2004103","1","0","visible","","taxable","1","14.16","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2003126","Dome Suport protecție - 2003126","1","0","visible","","taxable","1","2.58","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2002559","Dome-Clemă de capăt 30-50 mm - 2002559","1","0","visible","","taxable","1","1.29","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2002558","Dome-Clemă de mijloc 30-50 mm - 2002558","1","0","visible","","taxable","1","1.29","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"1001643","Dome-Piuliță Nut MK2 cu clip - 1001643","1","0","visible","","taxable","1","0.58","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2002300","Dome-Suport rapid pentru balast - 2002300","1","0","visible","","taxable","1","1.43","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"2001729","Dome-Șurub cu cap hexagonal inox M8 x 20 - 2001729","1","0","visible","","taxable","1","0.21","Sisteme de Montaj > K2 Systems","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","K2 Systems","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"CABLU-SOLAR-6MM-TAMBUR-500M-ROSU","Cablu solar 6mm² Tambur 500m – Rosu","1","0","visible","","taxable","1","625","Accesorii > Cabluri Solare","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Top Cable","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"CABLU-SOLAR-6MM-TAMBUR-500M-NEGRU","Cablu solar 6mm² Tambur 500m – Negru","1","0","visible","","taxable","1","625","Accesorii > Cabluri Solare","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Top Cable","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SET-CONECTORI-MC4-EVO2-MAMA","Set Conectori MC4 EVO2 - mamă","1","0","visible","","taxable","1","1.3","Accesorii > Conectori","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Staubli","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
"SET-CONECTORI-MC4-EVO2-TATA","Set Conectori MC4 EVO2 - tată","1","0","visible","","taxable","1","1","Accesorii > Conectori","","","buc","EUR","","","Catalog Solar One 09.2026","Septembrie 2026","01.09.2026","30.09.2026","Brand","Staubli","1","1","Disponibilitate","În stoc","1","1","","","","","","","","","","","","","","","",""
